KILN=1
CYCLE NO=67
DATE START=25-04-2014
TIME START=11:50:47
PROGRAM=PRH53NAR
WOOD NAME=MT53
WOOD GROUP=3
DAMP MEASUR=1
TIME INTERVAL=0
TEMP RANGE=1
DATE	TIME	STATE	PHASE	T°C	EMC%/RH%/dT°C	DG	MC%	MC1%	MC2%	MC3%	MC4%	MC5%	MC6%	ALARMS	EMC1/2-t1/2	Tset°C	EMCset%/RHset%/dTset°C	MC1	MC2	MC3	MC4	MC5	MC6	HEAT	DRY	SPRAY	VENT.	VAPOR.
26-04-2014	19:33:34	START	F3	74,7	16,6	1,6	58,0	55,9	60,1	58,1	56,9	58,1	59,2		1/2 - 1/2	75,0	16,0	ON	ON	ON	ON	ON	ON	OFF	ON	OFF	100% >	OFF	
26-04-2014	19:48:34	START	F3	76,2	16,3	1,6	57,3	55,2	59,3	57,4	56,2	57,3	58,5		1/2 - 1/2	75,0	16,0	ON	ON	ON	ON	ON	ON	OFF	ON	OFF	100% >	OFF	
26-04-2014	20:03:34	START	F3	73,8	16,2	1,6	57,9	55,9	59,9	57,9	56,8	58,0	59,1		1/2 - 1/2	75,0	16,0	ON	ON	ON	ON	ON	ON	ON	ON	OFF	100% <	OFF	
26-04-2014	20:18:34	START	F3	78,7	15,4	1,7	55,8	53,9	57,8	55,7	54,7	56,0	57,1		1/2 - 1/2	75,0	16,0	ON	ON	ON	ON	ON	ON	OFF	63	OFF	100% <	OFF	
26-04-2014	20:33:34	START	F3	79,6	15,2	1,7	55,6	53,7	57,4	55,4	54,5	55,8	56,9		1/2 - 1/2	75,0	16,0	ON	ON	ON	ON	ON	ON	OFF	ON	ON	100% <	OFF	
26-04-2014	20:48:34	START	F3	77,6	15,4	1,7	56,3	54,4	58,2	56,1	55,1	56,5	57,7		1/2 - 1/2	75,0	16,0	ON	ON	ON	ON	ON	ON	OFF	ON	OFF	100% <	OFF	
26-04-2014	21:03:33	START	F3	75,4	15,5	1,7	57,1	55,2	59,0	56,8	55,9	57,4	58,6		1/2 - 1/2	75,0	16,0	ON	ON	ON	ON	ON	ON	OFF	41	OFF	100% <	OFF	
26-04-2014	21:18:33	START	F4	74,6	15,7	1,7	57,4	55,6	59,3	57,1	56,2	57,6	58,9		1/2 - 1/2	78,0	11,0	ON	ON	ON	ON	ON	ON	ON	65	OFF	100% <	OFF	
26-04-2014	21:33:33	START	F4	77,8	14,9	1,7	55,9	54,1	57,9	55,5	54,8	56,2	57,4		1/2 - 1/2	78,0	11,0	ON	ON	ON	ON	ON	ON	OFF	ON	OFF	100% <	OFF	
26-04-2014	21:48:33	START	F4	79,3	14,6	1,8	55,3	53,5	57,2	54,8	54,0	55,6	56,7		1/2 - 1/2	78,0	11,0	ON	ON	ON	ON	ON	ON	OFF	ON	OFF	100% <	OFF	
26-04-2014	22:03:33	START	F4	78,5	14,8	1,8	55,4	53,6	57,3	55,1	54,3	55,7	56,8		1/2 - 1/2	78,0	11,0	ON	ON	ON	ON	ON	ON	ON	ON	OFF	100% >	OFF	
26-04-2014	22:18:33	START	F4	78,2	14,7	1,8	55,6	53,8	57,6	55,3	54,5	55,8	57,0		1/2 - 1/2	78,0	11,0	ON	ON	ON	ON	ON	ON	OFF	ON	OFF	100% >	OFF	
26-04-2014	22:33:33	START	F4	78,7	14,7	1,8	55,5	53,7	57,5	55,2	54,5	55,7	56,8		1/2 - 1/2	78,0	11,0	ON	ON	ON	ON	ON	ON	OFF	ON	OFF	100% >	OFF	
26-04-2014	22:48:33	START	F4	78,5	14,7	1,8	55,6	53,7	57,6	55,3	54,5	55,7	56,9		1/2 - 1/2	78,0	11,0	ON	ON	ON	ON	ON	ON	ON	ON	OFF	100% >	OFF	
26-04-2014	23:03:33	START	F4	76,2	14,8	1,8	56,4	54,6	58,4	56,1	55,4	56,6	57,8		1/2 - 1/2	78,0	11,0	ON	ON	ON	ON	ON	ON	ON	ON	OFF	100% >	OFF	
26-04-2014	23:18:33	START	F4	78,4	14,6	1,8	55,5	53,7	57,4	55,2	54,4	55,6	56,9		1/2 - 1/2	78,0	11,0	ON	ON	ON	ON	ON	ON	ON	ON	OFF	100% >	OFF	
26-04-2014	23:33:32	START	F4	78,5	14,4	1,8	55,5	53,7	57,5	55,2	54,4	55,6	56,9		1/2 - 1/2	78,0	11,0	ON	ON	ON	ON	ON	ON	ON	ON	OFF	100% >	OFF	
26-04-2014	23:48:32	START	F4	77,8	14,5	1,8	55,8	53,9	57,8	55,4	54,7	55,9	57,1		1/2 - 1/2	78,0	11,0	ON	ON	ON	ON	ON	ON	ON	ON	OFF	100% >	OFF	
27-04-2014	00:03:32	START	F4	78,8	14,1	1,8	55,3	53,5	57,2	54,8	54,1	55,5	56,7		1/2 - 1/2	78,0	11,0	ON	ON	ON	ON	ON	ON	73	ON	OFF	100% <	OFF	
27-04-2014	00:18:32	START	F4	75,8	14,2	1,8	56,3	54,5	58,3	55,7	55,1	56,6	57,8		1/2 - 1/2	78,0	11,0	ON	ON	ON	ON	ON	ON	ON	ON	OFF	100% <	OFF	
27-04-2014	00:33:32	START	F4	78,8	14,0	1,9	54,9	53,2	56,9	54,2	53,7	55,3	56,4		1/2 - 1/2	78,0	11,0	ON	ON	ON	ON	ON	ON	50	ON	OFF	100% <	OFF	
27-04-2014	00:48:32	START	F4	75,7	14,0	1,9	56,1	54,4	58,2	55,3	54,8	56,5	57,6		1/2 - 1/2	78,0	11,0	ON	ON	ON	ON	ON	ON	ON	ON	OFF	100% <	OFF	
27-04-2014	01:03:32	START	F4	77,5	14,0	1,9	55,2	53,5	57,2	54,4	53,9	55,6	56,7		1/2 - 1/2	78,0	11,0	ON	ON	ON	ON	ON	ON	ON	ON	OFF	100% <	OFF	
27-04-2014	01:18:32	START	F4	75,6	14,1	1,8	55,9	54,3	58,0	55,1	54,6	56,4	57,5		1/2 - 1/2	78,0	11,0	ON	ON	ON	ON	ON	ON	ON	ON	OFF	100% <	OFF	
27-04-2014	01:33:32	START	F4	76,0	13,8	1,9	55,7	54,2	57,8	54,7	54,3	56,2	57,3		1/2 - 1/2	78,0	11,0	ON	ON	ON	ON	ON	ON	96	ON	OFF	100% <	OFF	
27-04-2014	01:48:31	START	F4	77,4	13,7	1,9	55,2	53,6	57,2	54,3	53,8	55,6	56,7		1/2 - 1/2	78,0	11,0	ON	ON	ON	ON	ON	ON	3	ON	OFF	100% <	OFF	
27-04-2014	02:03:31	START	F4	77,6	14,2	1,8	54,9	53,4	57,0	54,1	53,6	55,3	56,4		1/2 - 1/2	78,0	11,0	ON	ON	ON	ON	ON	ON	ON	ON	OFF	100% >	OFF	
27-04-2014	02:18:31	START	F4	78,0	13,9	1,9	54,8	53,2	56,8	54,0	53,5	55,1	56,2		1/2 - 1/2	78,0	11,0	ON	ON	ON	ON	ON	ON	ON	ON	OFF	100% >	OFF	
27-04-2014	02:33:31	START	F4	77,7	13,9	1,9	54,9	53,3	57,1	54,2	53,7	55,2	56,3		1/2 - 1/2	78,0	11,0	ON	ON	ON	ON	ON	ON	ON	ON	OFF	100% >	OFF	
27-04-2014	02:48:31	START	F4	77,5	13,9	1,9	54,9	53,3	57,1	54,3	53,6	55,2	56,4		1/2 - 1/2	78,0	11,0	ON	ON	ON	ON	ON	ON	ON	ON	OFF	100% >	OFF	
27-04-2014	03:03:31	START	F4	77,4	13,9	1,9	55,0	53,4	57,2	54,3	53,8	55,2	56,4		1/2 - 1/2	78,0	11,0	ON	ON	ON	ON	ON	ON	ON	ON	OFF	100% >	OFF	
27-04-2014	03:18:31	START	F4	77,1	13,9	1,9	55,1	53,5	57,3	54,4	53,9	55,4	56,5		1/2 - 1/2	78,0	11,0	ON	ON	ON	ON	ON	ON	ON	ON	OFF	100% >	OFF	
27-04-2014	03:33:31	START	F4	78,0	13,8	1,9	54,9	53,2	57,1	54,2	53,6	55,1	56,2		1/2 - 1/2	78,0	11,0	ON	ON	ON	ON	ON	ON	ON	ON	OFF	100% >	OFF	
27-04-2014	03:48:31	START	F4	77,8	13,9	1,9	54,9	53,3	57,2	54,3	53,7	55,1	56,3		1/2 - 1/2	78,0	11,0	ON	ON	ON	ON	ON	ON	OFF	ON	OFF	100% >	OFF	
27-04-2014	04:03:30	START	F4	80,2	13,7	1,9	54,3	52,7	56,5	53,5	53,0	54,5	55,6		1/2 - 1/2	78,0	11,0	ON	ON	ON	ON	ON	ON	OFF	ON	OFF	100% <	OFF	
27-04-2014	04:18:30	START	F4	78,1	13,8	1,9	54,8	53,3	57,0	54,0	53,5	55,1	56,3		1/2 - 1/2	78,0	11,0	ON	ON	ON	ON	ON	ON	ON	ON	OFF	100% <	OFF	
27-04-2014	04:33:30	START	F4	76,8	13,9	1,9	55,3	53,8	57,4	54,4	53,9	55,7	56,7		1/2 - 1/2	78,0	11,0	ON	ON	ON	ON	ON	ON	ON	ON	OFF	100% <	OFF	
27-04-2014	04:48:30	START	F4	76,6	13,8	1,9	55,2	53,8	57,4	54,3	53,8	55,7	56,6		1/2 - 1/2	78,0	11,0	ON	ON	ON	ON	ON	ON	ON	ON	OFF	100% <	OFF	
27-04-2014	05:03:30	START	F4	76,6	13,8	1,9	55,3	53,9	57,5	54,3	53,8	55,7	56,6		1/2 - 1/2	78,0	11,0	ON	ON	ON	ON	ON	ON	ON	ON	OFF	100% <	OFF	
27-04-2014	05:18:30	START	F4	76,2	13,8	1,9	55,3	54,0	57,6	54,4	53,8	55,8	56,7		1/2 - 1/2	78,0	11,0	ON	ON	ON	ON	ON	ON	ON	ON	OFF	100% <	OFF	
27-04-2014	05:33:30	START	F4	75,3	13,6	1,9	55,6	54,4	57,9	54,7	54,0	56,1	57,0		1/2 - 1/2	78,0	11,0	ON	ON	ON	ON	ON	ON	ON	ON	OFF	100% <	OFF	
27-04-2014	05:48:30	START	F4	76,9	13,6	1,9	55,0	53,8	57,3	54,1	53,4	55,5	56,3		1/2 - 1/2	78,0	11,0	ON	ON	ON	ON	ON	ON	53	ON	OFF	100% <	OFF	
27-04-2014	06:03:30	START	F4	78,3	13,9	1,9	54,3	53,1	56,6	53,6	52,8	54,6	55,5		1/2 - 1/2	78,0	11,0	ON	ON	ON	ON	ON	ON	ON	ON	OFF	100% >	OFF	
27-04-2014	06:18:29	START	F4	78,0	13,9	1,9	54,5	53,2	56,8	53,9	53,1	54,8	55,7		1/2 - 1/2	78,0	11,0	ON	ON	ON	ON	ON	ON	ON	ON	OFF	100% >	OFF	
27-04-2014	06:33:29	START	F4	76,0	14,0	1,9	55,4	54,1	57,7	54,8	53,9	55,6	56,5		1/2 - 1/2	78,0	11,0	ON	ON	ON	ON	ON	ON	ON	ON	OFF	100% >	OFF	
27-04-2014	06:48:29	START	F4	78,8	14,0	1,9	54,4	53,0	56,7	54,2	53,0	54,5	55,5		1/2 - 1/2	78,0	11,0	ON	ON	ON	ON	ON	ON	OFF	ON	OFF	100% >	OFF	
27-04-2014	07:03:29	START	F4	79,1	14,1	1,8	54,7	53,2	56,8	54,5	53,2	54,7	55,8		1/2 - 1/2	78,0	15,0	ON	ON	ON	ON	ON	ON	OFF	OFF	ON	100% >	OFF	
27-04-2014	07:18:29	START	F4	78,2	14,3	1,8	55,1	53,6	57,3	55,0	53,7	55,2	56,2		1/2 - 1/2	78,0	15,0	ON	ON	ON	ON	ON	ON	OFF	OFF	ON	100% >	OFF	
27-04-2014	07:33:29	START	F4	76,8	14,5	1,8	55,9	54,4	58,1	55,9	54,5	55,9	57,0		1/2 - 1/2	78,0	15,0	ON	ON	ON	ON	ON	ON	ON	OFF	ON	100% >	OFF	
27-04-2014	07:48:29	START	F4	77,1	14,6	1,8	55,8	54,3	58,0	55,8	54,5	55,8	56,9		1/2 - 1/2	78,0	15,0	ON	ON	ON	ON	ON	ON	ON	OFF	ON	100% >	OFF	
27-04-2014	08:03:29	START	F4	80,9	14,3	1,8	54,6	53,2	56,7	54,5	53,2	54,6	55,6		1/2 - 1/2	78,0	15,0	ON	ON	ON	ON	ON	ON	OFF	OFF	ON	100% <	OFF	
27-04-2014	08:18:29	START	F4	79,1	14,1	1,8	55,2	53,9	57,3	55,0	53,8	55,3	56,3		1/2 - 1/2	78,0	15,0	ON	ON	ON	ON	ON	ON	OFF	OFF	ON	100% <	OFF	
27-04-2014	08:33:28	START	F4	77,9	14,4	1,8	55,6	54,4	57,7	55,4	54,1	55,6	56,7		1/2 - 1/2	78,0	15,0	ON	ON	ON	ON	ON	ON	ON	OFF	ON	100% <	OFF	
27-04-2014	08:48:28	START	F4	80,9	14,1	1,8	54,5	53,3	56,6	54,2	53,0	54,6	55,6		1/2 - 1/2	78,0	15,0	ON	ON	ON	ON	ON	ON	OFF	OFF	ON	100% <	OFF	
27-04-2014	09:03:28	START	F4	76,9	14,3	1,8	56,0	54,8	58,2	55,7	54,4	56,1	57,1		1/2 - 1/2	78,0	15,0	ON	ON	ON	ON	ON	ON	73	OFF	ON	100% <	OFF	
27-04-2014	09:18:28	START	F4	81,2	14,2	1,8	54,4	53,3	56,6	54,1	52,8	54,5	55,4		1/2 - 1/2	78,0	15,0	ON	ON	ON	ON	ON	ON	OFF	OFF	ON	100% <	OFF	
27-04-2014	09:33:28	START	F4	77,3	14,2	1,8	55,8	54,6	57,9	55,4	54,1	55,9	56,9		1/2 - 1/2	78,0	15,0	ON	ON	ON	ON	ON	ON	30	OFF	ON	100% <	OFF	
27-04-2014	09:48:28	START	F4	80,8	14,2	1,8	54,4	53,3	56,6	54,1	52,8	54,6	55,5		1/2 - 1/2	78,0	15,0	ON	ON	ON	ON	ON	ON	OFF	OFF	ON	100% <	OFF	
27-04-2014	10:03:28	START	F4	78,9	14,5	1,8	55,1	53,9	57,3	54,8	53,4	55,1	56,1		1/2 - 1/2	78,0	15,0	ON	ON	ON	ON	ON	ON	OFF	OFF	OFF	100% >	OFF	
27-04-2014	10:18:28	START	F4	78,7	14,4	1,8	55,2	53,9	57,4	55,0	53,6	55,2	56,1		1/2 - 1/2	78,0	15,0	ON	ON	ON	ON	ON	ON	33	OFF	OFF	100% >	OFF	
27-04-2014	10:33:28	START	F4	78,9	14,5	1,8	55,2	54,0	57,4	55,1	53,6	55,2	56,1		1/2 - 1/2	78,0	15,0	ON	ON	ON	ON	ON	ON	OFF	OFF	OFF	100% >	OFF	
27-04-2014	10:48:27	START	F4	78,5	14,6	1,8	55,5	54,2	57,7	55,4	53,9	55,4	56,5		1/2 - 1/2	78,0	15,0	ON	ON	ON	ON	ON	ON	OFF	OFF	OFF	100% >	OFF	
27-04-2014	11:03:27	START	F4	78,5	14,6	1,8	55,4	54,1	57,6	55,4	53,8	55,4	56,3		1/2 - 1/2	78,0	15,0	ON	ON	ON	ON	ON	ON	OFF	OFF	OFF	100% >	OFF	
27-04-2014	11:18:27	START	F4	78,1	14,6	1,8	55,4	54,2	57,6	55,4	53,9	55,4	56,4		1/2 - 1/2	78,0	15,0	ON	ON	ON	ON	ON	ON	OFF	OFF	OFF	100% >	OFF	
27-04-2014	11:33:27	START	F4	78,5	14,5	1,8	55,6	54,3	57,8	55,5	54,1	55,5	56,5		1/2 - 1/2	78,0	15,0	ON	ON	ON	ON	ON	ON	OFF	OFF	OFF	100% >	OFF	
27-04-2014	11:48:27	START	F4	79,1	14,5	1,8	55,5	54,2	57,7	55,4	53,9	55,4	56,4		1/2 - 1/2	78,0	15,0	ON	ON	ON	ON	ON	ON	OFF	OFF	OFF	100% >	OFF	
27-04-2014	12:03:27	START	F4	78,6	14,5	1,8	55,4	54,2	57,7	55,2	53,8	55,4	56,3		1/2 - 1/2	78,0	15,0	ON	ON	ON	ON	ON	ON	76	OFF	OFF	100% <	OFF	
27-04-2014	12:18:27	START	F4	76,4	14,4	1,8	56,0	54,9	58,4	55,8	54,4	56,1	56,9		1/2 - 1/2	78,0	15,0	ON	ON	ON	ON	ON	ON	ON	OFF	OFF	100% <	OFF	
27-04-2014	12:33:27	START	F4	79,0	14,2	1,8	55,0	53,9	57,3	54,7	53,4	55,1	55,8		1/2 - 1/2	78,0	15,0	ON	ON	ON	ON	ON	ON	20	OFF	OFF	100% <	OFF	
27-04-2014	12:48:27	START	F4	77,3	14,2	1,8	55,5	54,5	57,9	55,2	53,9	55,6	56,3		1/2 - 1/2	78,0	15,0	ON	ON	ON	ON	ON	ON	16	OFF	OFF	100% <	OFF	
27-04-2014	13:03:27	START	F4	76,0	14,3	1,8	56,1	55,1	58,5	55,7	54,3	56,2	56,8		1/2 - 1/2	78,0	15,0	ON	ON	ON	ON	ON	ON	ON	OFF	ON	100% <	OFF	
27-04-2014	13:18:26	START	F4	76,6	14,2	1,8	55,6	54,6	58,0	55,3	53,9	55,8	56,4		1/2 - 1/2	78,0	15,0	ON	ON	ON	ON	ON	ON	73	OFF	ON	100% <	OFF	
27-04-2014	13:33:26	START	F4	78,4	14,0	1,9	54,9	53,9	57,2	54,5	53,2	55,1	55,5		1/2 - 1/2	78,0	15,0	ON	ON	ON	ON	ON	ON	ON	OFF	ON	100% <	OFF	
27-04-2014	13:48:26	START	F4	76,6	14,2	1,8	55,5	54,5	58,0	55,2	53,8	55,8	56,1		1/2 - 1/2	78,0	15,0	ON	ON	ON	ON	ON	ON	ON	OFF	ON	100% <	OFF	
27-04-2014	14:03:26	START	F4	74,3	14,5	1,8	56,5	55,5	58,9	56,2	54,7	56,7	57,2		1/2 - 1/2	78,0	15,0	ON	ON	ON	ON	ON	ON	ON	OFF	ON	100% >	OFF	
27-04-2014	14:18:26	START	F4	74,1	14,5	1,8	56,4	55,4	58,9	56,2	54,7	56,6	57,1		1/2 - 1/2	78,0	15,0	ON	ON	ON	ON	ON	ON	ON	OFF	ON	100% >	OFF	
27-04-2014	14:33:26	START	F4	73,8	14,4	1,8	56,5	55,4	59,0	56,3	54,8	56,7	57,2		1/2 - 1/2	78,0	15,0	ON	ON	ON	ON	ON	ON	ON	OFF	ON	100% >	OFF	
27-04-2014	14:48:26	START	F4	74,6	14,4	1,8	56,1	54,9	58,6	56,0	54,4	56,3	56,8		1/2 - 1/2	78,0	15,0	ON	ON	ON	ON	ON	ON	ON	OFF	ON	100% >	OFF	
27-04-2014	15:03:26	START	F4	76,3	14,2	1,8	55,4	54,3	57,8	55,3	53,8	55,6	56,1		1/2 - 1/2	78,0	15,0	ON	ON	ON	ON	ON	ON	ON	OFF	ON	100% >	OFF	
27-04-2014	15:26:43	START	F5	77,6	14,0	1,9	54,8	53,6	57,3	54,7	53,2	55,0	55,4		1/2 - 1/2	80,0	10,0	ON	ON	ON	ON	ON	ON	ON	ON	OFF	100% >	OFF	
27-04-2014	15:41:43	START	F5	78,1	13,9	1,9	54,6	53,4	57,1	54,5	53,1	54,8	55,1		1/2 - 1/2	80,0	10,0	ON	ON	ON	ON	ON	ON	ON	ON	OFF	100% >	OFF	
27-04-2014	15:56:43	START	F5	77,7	13,7	1,9	54,8	53,7	57,3	54,6	53,2	55,0	55,3		1/2 - 1/2	80,0	10,0	ON	ON	ON	ON	ON	ON	ON	ON	OFF	100% <	OFF	
27-04-2014	16:11:43	START	F5	79,8	13,5	1,9	53,9	52,9	56,4	53,6	52,3	54,2	54,4		1/2 - 1/2	80,0	10,0	ON	ON	ON	ON	ON	ON	ON	ON	OFF	100% <	OFF	
27-04-2014	16:26:43	START	F5	80,3	13,4	1,9	53,7	52,8	56,2	53,3	52,1	53,9	54,1		1/2 - 1/2	80,0	10,0	ON	ON	ON	ON	ON	ON	OFF	ON	OFF	100% <	OFF	
27-04-2014	16:41:43	START	F5	81,1	13,3	2,0	53,3	52,4	55,8	52,9	51,7	53,6	53,8		1/2 - 1/2	80,0	10,0	ON	ON	ON	ON	ON	ON	OFF	ON	OFF	100% <	OFF	
27-04-2014	16:56:43	START	F5	79,3	13,4	1,9	53,9	53,0	56,4	53,4	52,2	54,2	54,3		1/2 - 1/2	80,0	10,0	ON	ON	ON	ON	ON	ON	ON	ON	OFF	100% <	OFF	
27-04-2014	17:11:43	START	F5	77,5	13,6	1,9	54,5	53,6	56,9	54,0	52,8	54,8	54,9		1/2 - 1/2	80,0	10,0	ON	ON	ON	ON	ON	ON	ON	ON	OFF	100% <	OFF	
27-04-2014	17:26:43	START	F5	76,8	13,6	1,9	54,9	54,1	57,4	54,4	53,2	55,2	55,3		1/2 - 1/2	80,0	10,0	ON	ON	ON	ON	ON	ON	ON	ON	OFF	100% <	OFF	
27-04-2014	17:41:42	START	F5	77,9	13,4	1,9	54,4	53,6	56,9	53,8	52,7	54,8	55,0		1/2 - 1/2	80,0	14,0	ON	ON	ON	ON	ON	ON	76	OFF	OFF	100% <	OFF	
27-04-2014	17:56:42	START	F5	78,8	13,5	1,9	53,9	53,1	56,3	53,2	52,2	54,2	54,4		1/2 - 1/2	80,0	14,0	ON	ON	ON	ON	ON	ON	ON	OFF	OFF	100% >	OFF	
27-04-2014	18:11:42	START	F5	80,1	13,2	2,0	53,2	52,3	55,7	52,8	51,6	53,5	53,8		1/2 - 1/2	80,0	14,0	ON	ON	ON	ON	ON	ON	ON	OFF	OFF	100% >	OFF	
27-04-2014	18:26:42	START	F5	80,8	13,2	2,0	52,9	52,0	55,4	51,9	51,3	53,3	53,6		1/2 - 1/2	83,0	14,0	ON	ON	ON	ON	ON	ON	ON	OFF	OFF	100% >	OFF	
27-04-2014	18:41:42	START	F5	81,9	13,1	2,0	52,7	51,6	55,1	52,4	51,1	53,0	53,3		1/2 - 1/2	83,0	14,0	ON	ON	ON	ON	ON	ON	ON	OFF	ON	100% >	OFF	
27-04-2014	18:56:42	START	F5	81,7	13,1	2,0	52,8	51,6	55,2	52,4	51,2	53,1	53,4		1/2 - 1/2	83,0	14,0	ON	ON	ON	ON	ON	ON	ON	OFF	ON	100% >	OFF	
27-04-2014	19:11:42	START	F5	81,7	13,0	2,0	52,8	51,6	55,1	52,4	51,2	53,0	53,5		1/2 - 1/2	83,0	14,0	ON	ON	ON	ON	ON	ON	ON	OFF	ON	100% >	OFF	
27-04-2014	19:26:42	START	F5	81,1	13,1	2,0	53,1	51,8	55,5	52,8	51,4	53,3	53,9		1/2 - 1/2	83,0	14,0	ON	ON	ON	ON	ON	ON	ON	OFF	ON	100% >	OFF	
27-04-2014	19:41:42	START	F5	80,8	13,2	2,0	53,2	52,0	55,6	52,9	51,5	53,4	53,9		1/2 - 1/2	83,0	14,0	ON	ON	ON	ON	ON	ON	ON	OFF	ON	100% >	OFF	
27-04-2014	19:56:42	START	F5	81,0	13,1	2,0	53,6	52,5	56,0	53,2	51,9	53,8	54,3		1/2 - 1/2	83,0	14,0	ON	ON	ON	ON	ON	ON	ON	OFF	ON	100% <	OFF	
27-04-2014	20:11:42	START	F5	82,9	12,9	2,0	52,8	51,9	55,3	52,4	51,1	53,1	53,5		1/2 - 1/2	83,0	14,0	ON	ON	ON	ON	ON	ON	ON	OFF	ON	100% <	OFF	
27-04-2014	20:26:41	START	F5	82,3	12,9	2,0	53,0	52,1	55,4	52,5	51,2	53,2	53,6		1/2 - 1/2	83,0	14,0	ON	ON	ON	ON	ON	ON	OFF	OFF	ON	100% <	OFF	
27-04-2014	20:41:41	START	F5	81,3	13,0	2,0	53,2	52,4	55,7	52,7	51,4	53,5	53,8		1/2 - 1/2	85,0	14,0	ON	ON	ON	ON	ON	ON	ON	OFF	ON	100% <	OFF	
27-04-2014	20:56:41	START	F5	82,6	12,7	2,0	52,5	51,9	55,1	51,3	51,0	53,0	53,2		1/2 - 1/2	85,0	14,0	ON	ON	ON	ON	ON	ON	ON	OFF	ON	100% <	OFF	
27-04-2014	21:11:41	START	F5	81,4	12,8	2,0	53,0	52,4	55,5	52,5	51,3	53,2	53,5		1/2 - 1/2	85,0	14,0	ON	ON	ON	ON	ON	ON	ON	OFF	ON	100% <	OFF	
27-04-2014	21:26:41	START	F5	82,0	12,7	2,0	52,7	52,1	55,3	52,1	50,9	53,0	53,3		1/2 - 1/2	85,0	14,0	ON	ON	ON	ON	ON	ON	ON	OFF	ON	100% <	OFF	
27-04-2014	21:41:41	START	F5	80,3	12,8	2,0	53,2	52,6	55,8	52,6	51,4	53,6	53,7		1/2 - 1/2	85,0	14,0	ON	ON	ON	ON	ON	ON	ON	OFF	ON	100% <	OFF	
27-04-2014	21:56:41	START	F5	75,6	13,3	2,0	54,7	54,0	57,3	54,1	52,8	54,9	55,3		1/2 - 1/2	85,0	14,0	ON	ON	ON	ON	ON	ON	ON	OFF	ON	100% >	OFF	
27-04-2014	22:11:41	START	F5	77,0	13,1	2,0	53,6	53,2	56,6	50,7	52,2	54,3	54,6		1/2 - 1/2	85,0	14,0	ON	ON	ON	ON	ON	ON	ON	OFF	ON	100% >	OFF	
27-04-2014	22:26:41	START	F5	77,5	13,0	2,0	53,0	53,0	56,4	48,3	52,0	54,1	54,5		1/2 - 1/2	85,0	14,0	ON	ON	ON	ON	ON	ON	ON	OFF	ON	100% >	OFF	
27-04-2014	22:41:41	START	F5	79,1	12,7	2,0	53,1	52,4	55,8	51,4	51,5	53,6	54,0		1/2 - 1/2	85,0	14,0	ON	ON	ON	ON	ON	ON	ON	OFF	ON	100% >	OFF	
27-04-2014	22:56:40	START	F5	80,5	11,8	2,2	52,5	51,7	55,3	50,7	51,0	53,0	53,4		1/2 - 1/2	85,0	14,0	ON	ON	ON	ON	ON	ON	ON	OFF	ON	100% >	OFF	
27-04-2014	23:11:40	START	F5	80,4	11,4	2,3	52,6	51,9	55,4	51,0	51,1	53,1	53,5		1/2 - 1/2	85,0	14,0	ON	ON	ON	ON	ON	ON	ON	OFF	ON	100% >	OFF	
27-04-2014	23:26:40	START	F5	80,1	11,2	2,3	52,7	51,9	55,4	51,1	51,2	53,1	53,6		1/2 - 1/2	85,0	14,0	ON	ON	ON	ON	ON	ON	ON	OFF	ON	100% >	OFF	
27-04-2014	23:41:40	START	F5	79,8	11,2	2,3	52,8	52,0	55,6	51,2	51,3	53,3	53,8		1/2 - 1/2	85,0	14,0	ON	ON	ON	ON	ON	ON	ON	OFF	ON	100% >	OFF	
27-04-2014	23:56:40	START	F5	83,8	10,7	2,4	52,0	51,4	54,8	50,3	50,5	52,4	53,0		1/2 - 1/2	85,0	14,0	ON	ON	ON	ON	ON	ON	ON	OFF	ON	100% <	OFF	
28-04-2014	00:11:40	START	F5	82,4	10,2	2,5	52,3	51,8	55,2	50,5	50,7	52,8	53,1	A01 	1/2 - 1/2	85,0	14,0	ON	ON	ON	ON	ON	ON	OFF	OFF	ON	100% <	OFF	
28-04-2014	00:26:40	START	F5	81,7	10,2	2,5	52,6	52,2	55,4	50,8	51,0	53,0	53,4	A01 	1/2 - 1/2	85,0	14,0	ON	ON	ON	ON	ON	ON	OFF	OFF	ON	100% <	OFF	
28-04-2014	00:41:40	START	F5	83,1	10,2	2,5	52,0	51,6	54,8	50,4	50,4	52,4	52,7		1/2 - 1/2	85,0	14,0	ON	ON	ON	ON	ON	ON	ON	OFF	ON	100% <	OFF	
28-04-2014	00:56:40	START	F5	82,0	10,3	2,5	52,3	52,0	55,0	50,7	50,6	52,6	53,0		1/2 - 1/2	85,0	14,0	ON	ON	ON	ON	ON	ON	ON	OFF	ON	100% <	OFF	
28-04-2014	01:11:40	START	F5	81,7	10,3	2,5	52,3	52,0	55,1	50,6	50,6	52,7	53,0		1/2 - 1/2	85,0	14,0	ON	ON	ON	ON	ON	ON	ON	OFF	ON	100% <	OFF	
28-04-2014	01:26:39	START	F5	81,9	10,2	2,5	52,1	51,9	55,0	50,5	50,4	52,5	52,8		1/2 - 1/2	85,0	14,0	ON	ON	ON	ON	ON	ON	ON	OFF	ON	100% <	OFF	
28-04-2014	01:41:39	START	F5	81,2	10,2	2,5	52,4	52,2	55,2	50,7	50,6	52,7	53,0	A01 	1/2 - 1/2	85,0	14,0	ON	ON	ON	ON	ON	ON	36	OFF	ON	100% <	OFF	
